instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,datetime
988,2011-02-13,1.0,0.0,2,19,0,0,0.0,1.0,23473.2,46846.61360000001,350000.0,85296.38680000001,11,50,61.0,2011-02-13 19:00:00
989,2011-02-13,1.0,0.0,2,20,0,0,0.0,1.0,23473.2,46846.61360000001,350000.0,98770.5692,15,32,47.0,2011-02-13 20:00:00
990,2011-02-13,1.0,0.0,2,21,0,0,0.0,1.0,23473.2,46846.61360000001,350000.0,107733.3066,6,45,51.0,2011-02-13 21:00:00
991,2011-02-13,1.0,0.0,2,22,0,0,0.0,1.0,23473.2,46846.61360000001,350000.0,89777.7555,5,31,36.0,2011-02-13 22:00:00
992,2011-02-13,1.0,0.0,2,23,0,0,0.0,1.0,23473.2,46846.61360000001,350000.0,107733.3066,3,27,30.0,2011-02-13 23:00:00
993,2011-02-14,1.0,0.0,2,0,0,1,1.0,1.0,21396.74,42476.6744,370000.0,107733.3066,3,8,11.0,2011-02-14 00:00:00
994,2011-02-14,1.0,0.0,2,1,0,1,1.0,1.0,21396.74,42476.6744,370000.0,107733.3066,1,6,7.0,2011-02-14 01:00:00
995,2011-02-14,1.0,0.0,2,2,0,1,1.0,1.0,19320.279999999995,25054.416799999988,400000.0,89777.7555,0,2,2.0,2011-02-14 02:00:00
996,2011-02-14,1.0,0.0,2,3,0,1,1.0,1.0,17243.82,20713.227199999987,460000.0,67340.8357,1,1,2.0,2011-02-14 03:00:00
997,2011-02-14,1.0,0.0,2,4,0,1,1.0,1.0,15167.360000000002,16343.288000000004,530000.0,85296.38680000001,0,2,2.0,2011-02-14 04:00:00
998,2011-02-14,1.0,0.0,2,5,0,1,1.0,1.0,15167.360000000002,16343.288000000004,530000.0,85296.38680000001,0,3,3.0,2011-02-14 05:00:00
999,2011-02-14,1.0,0.0,2,6,0,1,1.0,1.0,17243.82,16343.288000000004,460000.0,89777.7555,1,25,26.0,2011-02-14 06:00:00
1000,2011-02-14,1.0,0.0,2,7,0,1,1.0,1.0,17243.82,16343.288000000004,460000.0,89777.7555,2,96,98.0,2011-02-14 07:00:00
1001,2011-02-14,1.0,0.0,2,8,0,1,1.0,1.0,21396.74,42476.6744,400000.0,139163.0401,7,249,256.0,2011-02-14 08:00:00
1002,2011-02-14,1.0,0.0,2,9,0,1,1.0,1.0,23473.2,46846.61360000001,370000.0,116726.1203,8,122,130.0,2011-02-14 09:00:00
1003,2011-02-14,1.0,0.0,2,10,0,1,1.0,1.0,27626.120000000003,55557.7424,330000.0,67340.8357,9,46,55.0,2011-02-14 10:00:00
1004,2011-02-14,1.0,0.0,2,11,0,1,1.0,1.0,35931.96000000001,72980.0,230000.0,76303.5731,10,43,53.0,2011-02-14 11:00:00
1005,2011-02-14,1.0,0.0,2,12,0,1,1.0,1.0,40084.88000000001,81691.12879999999,220000.0,134681.6714,27,99,126.0,2011-02-14 12:00:00
1006,2011-02-14,1.0,0.0,2,13,0,1,1.0,1.0,42161.34,86061.068,190000.0,116726.1203,27,93,120.0,2011-02-14 13:00:00
1007,2011-02-14,1.0,0.0,2,14,0,1,1.0,1.0,44237.8,99113.38640000002,150000.0,143614.33249999996,14,76,90.0,2011-02-14 14:00:00
1008,2011-02-14,1.0,0.0,2,15,0,1,1.0,1.0,40084.88000000001,81691.12879999999,210000.0,143614.33249999996,19,71,90.0,2011-02-14 15:00:00
1009,2011-02-14,1.0,0.0,2,16,0,1,1.0,1.0,35931.96000000001,72980.0,270000.0,139163.0401,16,102,118.0,2011-02-14 16:00:00
1010,2011-02-14,1.0,0.0,2,17,0,1,1.0,1.0,29702.58,59898.932,330000.0,143614.33249999996,25,218,243.0,2011-02-14 17:00:00
1011,2011-02-14,1.0,0.0,2,18,0,1,1.0,1.0,23473.2,46846.61360000001,400000.0,143614.33249999996,11,194,205.0,2011-02-14 18:00:00
1012,2011-02-14,1.0,0.0,2,19,0,1,1.0,1.0,21396.74,42476.6744,430000.0,143614.33249999996,12,86,98.0,2011-02-14 19:00:00
1013,2011-02-14,1.0,0.0,2,20,0,1,1.0,1.0,19320.279999999995,20713.227199999987,460000.0,139163.0401,5,65,70.0,2011-02-14 20:00:00
1014,2011-02-14,1.0,0.0,2,21,0,1,1.0,1.0,19320.279999999995,20713.227199999987,500000.0,143614.33249999996,8,35,43.0,2011-02-14 21:00:00
1015,2011-02-14,1.0,0.0,2,22,0,1,1.0,1.0,17243.82,12002.098400000004,460000.0,143614.33249999996,1,44,45.0,2011-02-14 22:00:00
1016,2011-02-14,1.0,0.0,2,23,0,1,1.0,1.0,15167.360000000002,12002.098400000004,490000.0,143614.33249999996,1,19,20.0,2011-02-14 23:00:00
1017,2011-02-15,1.0,0.0,2,0,0,2,1.0,1.0,13090.9,7632.159200000005,490000.0,125688.8577,7,12,19.0,2011-02-15 00:00:00
1018,2011-02-15,1.0,0.0,2,1,0,2,1.0,1.0,13090.9,-1078.9695999999992,420000.0,143614.33249999996,0,5,5.0,2011-02-15 01:00:00
1019,2011-02-15,1.0,0.0,2,2,0,2,1.0,1.0,11014.440000000004,-5420.159200000002,410000.0,143614.33249999996,1,2,3.0,2011-02-15 02:00:00
1020,2011-02-15,1.0,0.0,2,4,0,2,1.0,1.0,4785.06,-18501.227200000005,370000.0,143614.33249999996,0,1,1.0,2011-02-15 04:00:00
1021,2011-02-15,1.0,0.0,2,5,0,2,1.0,1.0,4785.06,-18501.227200000005,320000.0,139163.0401,0,4,4.0,2011-02-15 05:00:00
1022,2011-02-15,1.0,0.0,2,6,0,2,1.0,1.0,2708.6000000000004,-18501.227200000005,320000.0,98770.5692,0,30,30.0,2011-02-15 06:00:00
1023,2011-02-15,1.0,0.0,2,7,0,2,1.0,1.0,2708.6000000000004,-18501.227200000005,320000.0,107733.3066,2,103,105.0,2011-02-15 07:00:00
1024,2011-02-15,1.0,0.0,2,8,0,2,1.0,1.0,2708.6000000000004,-18501.227200000005,320000.0,107733.3066,10,213,223.0,2011-02-15 08:00:00
1025,2011-02-15,1.0,0.0,2,9,0,2,1.0,1.0,4785.06,-14131.288,290000.0,134681.6714,2,108,110.0,2011-02-15 09:00:00
1026,2011-02-15,1.0,0.0,2,10,0,2,1.0,1.0,6861.52,-9790.098399999992,270000.0,85296.38680000001,5,47,52.0,2011-02-15 10:00:00
1027,2011-02-15,1.0,0.0,2,11,0,2,1.0,1.0,8937.980000000001,-1078.9695999999992,250000.0,76303.5731,11,46,57.0,2011-02-15 11:00:00
1028,2011-02-15,1.0,0.0,2,12,0,2,1.0,1.0,11014.440000000004,7632.159200000005,240000.0,76303.5731,6,65,71.0,2011-02-15 12:00:00
1029,2011-02-15,1.0,0.0,2,13,0,2,1.0,1.0,15167.360000000002,16343.288000000004,210000.0,67340.8357,14,68,82.0,2011-02-15 13:00:00
1030,2011-02-15,1.0,0.0,2,14,0,2,1.0,1.0,17243.82,20713.227199999987,190000.0,67340.8357,10,69,79.0,2011-02-15 14:00:00
1031,2011-02-15,1.0,0.0,2,15,0,2,1.0,1.0,17243.82,25054.416799999988,190000.0,49385.2846,11,74,85.0,2011-02-15 15:00:00
1032,2011-02-15,1.0,0.0,2,16,0,2,1.0,1.0,17243.82,20713.227199999987,190000.0,76303.5731,21,77,98.0,2011-02-15 16:00:00
1033,2011-02-15,1.0,0.0,2,17,0,2,1.0,1.0,15167.360000000002,16343.288000000004,220000.0,67340.8357,15,191,206.0,2011-02-15 17:00:00
1034,2011-02-15,1.0,0.0,2,18,0,2,1.0,1.0,13090.9,16343.288000000004,220000.0,40392.4709,14,198,212.0,2011-02-15 18:00:00
1035,2011-02-15,1.0,0.0,2,19,0,2,1.0,1.0,11014.440000000004,12002.098400000004,260000.0,40392.4709,3,142,145.0,2011-02-15 19:00:00
1036,2011-02-15,1.0,0.0,2,20,0,2,1.0,1.0,8937.980000000001,7632.159200000005,330000.0,31429.7335,3,98,101.0,2011-02-15 20:00:00
1037,2011-02-15,1.0,0.0,2,21,0,2,1.0,1.0,6861.52,12002.098400000004,520000.0,0.0,5,61,66.0,2011-02-15 21:00:00
1038,2011-02-15,1.0,0.0,2,22,0,2,1.0,1.0,6861.52,12002.098400000004,440000.0,0.0,0,41,41.0,2011-02-15 22:00:00
1039,2011-02-15,1.0,0.0,2,23,0,2,1.0,2.0,4785.06,3290.9695999999985,440000.0,26948.3648,0,20,20.0,2011-02-15 23:00:00
1040,2011-02-16,1.0,0.0,2,0,0,3,1.0,1.0,4785.06,3290.9695999999985,410000.0,26948.3648,0,15,15.0,2011-02-16 00:00:00
1041,2011-02-16,1.0,0.0,2,1,0,3,1.0,1.0,2708.6000000000004,-5420.159200000002,440000.0,26948.3648,0,9,9.0,2011-02-16 01:00:00
1042,2011-02-16,1.0,0.0,2,3,0,3,1.0,2.0,2708.6000000000004,-14131.288,470000.0,58348.022,0,1,1.0,2011-02-16 03:00:00
1043,2011-02-16,1.0,0.0,2,4,0,3,1.0,1.0,2708.6000000000004,-14131.288,510000.0,58348.022,0,1,1.0,2011-02-16 04:00:00
1044,2011-02-16,1.0,0.0,2,5,0,3,1.0,1.0,2708.6000000000004,-14131.288,470000.0,58348.022,0,5,5.0,2011-02-16 05:00:00
1045,2011-02-16,1.0,0.0,2,6,0,3,1.0,1.0,2708.6000000000004,-14131.288,550000.0000000001,67340.8357,1,32,33.0,2011-02-16 06:00:00
1046,2011-02-16,1.0,0.0,2,7,0,3,1.0,2.0,2708.6000000000004,-14131.288,550000.0000000001,67340.8357,5,103,108.0,2011-02-16 07:00:00
1047,2011-02-16,1.0,0.0,2,8,0,3,1.0,2.0,4785.06,-5420.159200000002,550000.0000000001,49385.2846,6,224,230.0,2011-02-16 08:00:00
1048,2011-02-16,1.0,0.0,2,9,0,3,1.0,1.0,6861.52,-9790.098399999992,520000.0,85296.38680000001,2,122,124.0,2011-02-16 09:00:00
1049,2011-02-16,1.0,0.0,2,10,0,3,1.0,1.0,8937.980000000001,-5420.159200000002,410000.0,116726.1203,14,55,69.0,2011-02-16 10:00:00
1050,2011-02-16,1.0,0.0,2,11,0,3,1.0,1.0,17243.82,16343.288000000004,340000.0,89777.7555,7,59,66.0,2011-02-16 11:00:00
1051,2011-02-16,1.0,0.0,2,12,0,3,1.0,1.0,21396.74,42476.6744,320000.0,98770.5692,14,72,86.0,2011-02-16 12:00:00
1052,2011-02-16,1.0,0.0,2,13,0,3,1.0,1.0,25549.66,51187.80320000002,300000.0,107733.3066,13,80,93.0,2011-02-16 13:00:00
1053,2011-02-16,1.0,0.0,2,14,0,3,1.0,1.0,29702.58,59898.932,280000.00000000006,125688.8577,17,65,82.0,2011-02-16 14:00:00
1054,2011-02-16,1.0,0.0,2,15,0,3,1.0,1.0,29702.58,59898.932,280000.00000000006,125688.8577,35,82,117.0,2011-02-16 15:00:00
1055,2011-02-16,1.0,0.0,2,16,0,3,1.0,1.0,29702.58,59898.932,310000.0,116726.1203,26,96,122.0,2011-02-16 16:00:00
1056,2011-02-16,1.0,0.0,2,17,0,3,1.0,1.0,29702.58,59898.932,280000.00000000006,85296.38680000001,11,244,255.0,2011-02-16 17:00:00
1057,2011-02-16,1.0,0.0,2,18,0,3,1.0,1.0,23473.2,46846.61360000001,400000.0,67340.8357,20,202,222.0,2011-02-16 18:00:00
1058,2011-02-16,1.0,0.0,2,19,0,3,1.0,1.0,17243.82,20713.227199999987,530000.0,67340.8357,18,143,161.0,2011-02-16 19:00:00
1059,2011-02-16,1.0,0.0,2,20,0,3,1.0,1.0,21396.74,42476.6744,430000.0,58348.022,10,108,118.0,2011-02-16 20:00:00
1060,2011-02-16,1.0,0.0,2,21,0,3,1.0,1.0,19320.279999999995,29424.356,460000.0,58348.022,5,87,92.0,2011-02-16 21:00:00
1061,2011-02-16,1.0,0.0,2,22,0,3,1.0,1.0,17243.82,25054.416799999988,530000.0,58348.022,12,61,73.0,2011-02-16 22:00:00
1062,2011-02-16,1.0,0.0,2,23,0,3,1.0,1.0,21396.74,42476.6744,400000.0,67340.8357,2,31,33.0,2011-02-16 23:00:00
1063,2011-02-17,1.0,0.0,2,0,0,4,1.0,1.0,17243.82,25054.416799999988,530000.0,58348.022,1,16,17.0,2011-02-17 00:00:00
1064,2011-02-17,1.0,0.0,2,1,0,4,1.0,1.0,17243.82,20713.227199999987,530000.0,67340.8357,0,6,6.0,2011-02-17 01:00:00
1065,2011-02-17,1.0,0.0,2,2,0,4,1.0,2.0,17243.82,20713.227199999987,530000.0,67340.8357,2,4,6.0,2011-02-17 02:00:00
1066,2011-02-17,1.0,0.0,2,3,0,4,1.0,1.0,17243.82,25054.416799999988,530000.0,58348.022,3,1,4.0,2011-02-17 03:00:00
1067,2011-02-17,1.0,0.0,2,4,0,4,1.0,1.0,15167.360000000002,20713.227199999987,569999.9999999999,58348.022,3,1,4.0,2011-02-17 04:00:00
1068,2011-02-17,1.0,0.0,2,5,0,4,1.0,1.0,15167.360000000002,25054.416799999988,660000.0,26948.3648,1,11,12.0,2011-02-17 05:00:00
1069,2011-02-17,1.0,0.0,2,6,0,4,1.0,1.0,13090.9,16343.288000000004,700000.0,40392.4709,3,44,47.0,2011-02-17 06:00:00
1070,2011-02-17,1.0,0.0,2,7,0,4,1.0,1.0,15167.360000000002,25054.416799999988,569999.9999999999,31429.7335,7,119,126.0,2011-02-17 07:00:00
1071,2011-02-17,1.0,0.0,2,8,0,4,1.0,1.0,15167.360000000002,25054.416799999988,569999.9999999999,26948.3648,18,267,285.0,2011-02-17 08:00:00
1072,2011-02-17,1.0,0.0,2,9,0,4,1.0,1.0,19320.279999999995,29424.356,569999.9999999999,58348.022,16,163,179.0,2011-02-17 09:00:00
1073,2011-02-17,1.0,0.0,2,10,0,4,1.0,1.0,21396.74,42476.6744,540000.0,58348.022,18,70,88.0,2011-02-17 10:00:00
1074,2011-02-17,1.0,0.0,2,11,0,4,1.0,2.0,27626.120000000003,55557.7424,440000.0,76303.5731,19,71,90.0,2011-02-17 11:00:00
1075,2011-02-17,1.0,0.0,2,12,0,4,1.0,1.0,31779.04,64268.8712,410000.0,67340.8357,15,86,101.0,2011-02-17 12:00:00
1076,2011-02-17,1.0,0.0,2,13,0,4,1.0,1.0,38008.420000000006,77349.9392,340000.0,67340.8357,15,108,123.0,2011-02-17 13:00:00
1077,2011-02-17,1.0,0.0,2,14,0,4,1.0,1.0,44237.8,107824.5152,310000.0,67340.8357,26,55,81.0,2011-02-17 14:00:00
1078,2011-02-17,1.0,0.0,2,15,0,4,1.0,1.0,44237.8,103483.3256,280000.00000000006,76303.5731,15,91,106.0,2011-02-17 15:00:00
1079,2011-02-17,1.0,0.0,2,16,0,4,1.0,2.0,40084.88000000001,81691.12879999999,350000.0,89777.7555,29,117,146.0,2011-02-17 16:00:00
1080,2011-02-17,1.0,0.0,2,17,0,4,1.0,2.0,42161.34,86061.068,320000.0,89777.7555,18,256,274.0,2011-02-17 17:00:00
1081,2011-02-17,1.0,0.0,2,18,0,4,1.0,2.0,38008.420000000006,77349.9392,420000.0,85296.38680000001,11,211,222.0,2011-02-17 18:00:00
1082,2011-02-17,1.0,0.0,2,19,0,4,1.0,1.0,31779.04,64268.8712,550000.0000000001,98770.5692,14,161,175.0,2011-02-17 19:00:00
1083,2011-02-17,1.0,0.0,2,20,0,4,1.0,1.0,31779.04,64268.8712,590000.0,98770.5692,8,131,139.0,2011-02-17 20:00:00
1084,2011-02-17,1.0,0.0,2,21,0,4,1.0,1.0,35931.96000000001,72980.0,550000.0000000001,116726.1203,5,119,124.0,2011-02-17 21:00:00
1085,2011-02-17,1.0,0.0,2,22,0,4,1.0,1.0,33855.5,68610.0608,590000.0,85296.38680000001,8,68,76.0,2011-02-17 22:00:00
1086,2011-02-17,1.0,0.0,2,23,0,4,1.0,1.0,29702.58,59898.932,670000.0,89777.7555,4,40,44.0,2011-02-17 23:00:00
1087,2011-02-18,1.0,0.0,2,0,0,5,1.0,1.0,27626.120000000003,55557.7424,720000.0,85296.38680000001,12,20,32.0,2011-02-18 00:00:00
1088,2011-02-18,1.0,0.0,2,1,0,5,1.0,1.0,27626.120000000003,55557.7424,720000.0,67340.8357,1,7,8.0,2011-02-18 01:00:00
1089,2011-02-18,1.0,0.0,2,2,0,5,1.0,1.0,27626.120000000003,55557.7424,720000.0,85296.38680000001,2,5,7.0,2011-02-18 02:00:00
1090,2011-02-18,1.0,0.0,2,3,0,5,1.0,1.0,29702.58,59898.932,670000.0,76303.5731,2,6,8.0,2011-02-18 03:00:00
1091,2011-02-18,1.0,0.0,2,4,0,5,1.0,1.0,29702.58,59898.932,670000.0,76303.5731,0,1,1.0,2011-02-18 04:00:00
1092,2011-02-18,1.0,0.0,2,5,0,5,1.0,2.0,29702.58,59898.932,670000.0,31429.7335,1,6,7.0,2011-02-18 05:00:00
1093,2011-02-18,1.0,0.0,2,6,0,5,1.0,2.0,27626.120000000003,55557.7424,720000.0,49385.2846,2,48,50.0,2011-02-18 06:00:00
1094,2011-02-18,1.0,0.0,2,7,0,5,1.0,2.0,25549.66,51187.80320000002,770000.0,67340.8357,8,108,116.0,2011-02-18 07:00:00
1095,2011-02-18,1.0,0.0,2,8,0,5,1.0,2.0,25549.66,51187.80320000002,770000.0,58348.022,26,246,272.0,2011-02-18 08:00:00
1096,2011-02-18,1.0,0.0,2,9,0,5,1.0,2.0,25549.66,51187.80320000002,770000.0,58348.022,15,154,169.0,2011-02-18 09:00:00
1097,2011-02-18,1.0,0.0,2,10,0,5,1.0,2.0,27626.120000000003,55557.7424,720000.0,67340.8357,17,78,95.0,2011-02-18 10:00:00
1098,2011-02-18,1.0,0.0,2,11,0,5,1.0,1.0,27626.120000000003,55557.7424,720000.0,49385.2846,31,82,113.0,2011-02-18 11:00:00
1099,2011-02-18,1.0,0.0,2,12,0,5,1.0,1.0,33855.5,68610.0608,590000.0,58348.022,59,126,185.0,2011-02-18 12:00:00
1100,2011-02-18,1.0,0.0,2,13,0,5,1.0,1.0,44237.8,107824.5152,430000.0,58348.022,45,131,176.0,2011-02-18 13:00:00
1101,2011-02-18,1.0,0.0,2,14,0,5,1.0,1.0,50467.18,107824.5152,360000.0,89777.7555,73,118,191.0,2011-02-18 14:00:00
1102,2011-02-18,1.0,0.0,2,15,0,5,1.0,1.0,50467.18,107824.5152,360000.0,98770.5692,55,117,172.0,2011-02-18 15:00:00
1103,2011-02-18,1.0,0.0,2,16,0,5,1.0,1.0,50467.18,107824.5152,360000.0,85296.38680000001,68,164,232.0,2011-02-18 16:00:00
1104,2011-02-18,1.0,0.0,2,17,0,5,1.0,1.0,50467.18,107824.5152,340000.0,107733.3066,52,275,327.0,2011-02-18 17:00:00
1105,2011-02-18,1.0,0.0,2,18,0,5,1.0,1.0,48390.72,107824.5152,330000.0,98770.5692,29,195,224.0,2011-02-18 18:00:00
1106,2011-02-18,1.0,0.0,2,19,0,5,1.0,1.0,46314.26,107824.5152,290000.0,143614.33249999996,16,146,162.0,2011-02-18 19:00:00
1107,2011-02-18,1.0,0.0,2,20,0,5,1.0,1.0,44237.8,107824.5152,310000.0,58348.022,19,105,124.0,2011-02-18 20:00:00
1108,2011-02-18,1.0,0.0,2,21,0,5,1.0,1.0,42161.34,86061.068,210000.0,143614.33249999996,11,61,72.0,2011-02-18 21:00:00
1109,2011-02-18,1.0,0.0,2,22,0,5,1.0,1.0,38008.420000000006,77349.9392,100000.0,76303.5731,19,88,107.0,2011-02-18 22:00:00
1110,2011-02-18,1.0,0.0,2,23,0,5,1.0,1.0,35931.96000000001,72980.0,80000.0,85296.38680000001,16,61,77.0,2011-02-18 23:00:00
1111,2011-02-19,1.0,0.0,2,0,0,6,0.0,1.0,31779.04,64268.8712,120000.0,143614.33249999996,6,23,29.0,2011-02-19 00:00:00
1112,2011-02-19,1.0,0.0,2,1,0,6,0.0,1.0,29702.58,59898.932,140000.00000000003,125688.8577,10,21,31.0,2011-02-19 01:00:00
1113,2011-02-19,1.0,0.0,2,2,0,6,0.0,1.0,27626.120000000003,55557.7424,130000.0,116726.1203,3,14,17.0,2011-02-19 02:00:00
1114,2011-02-19,1.0,0.0,2,3,0,6,0.0,1.0,25549.66,51187.80320000002,140000.00000000003,89777.7555,0,7,7.0,2011-02-19 03:00:00
1115,2011-02-19,1.0,0.0,2,4,0,6,0.0,1.0,23473.2,46846.61360000001,150000.0,98770.5692,0,3,3.0,2011-02-19 04:00:00
1116,2011-02-19,1.0,0.0,2,5,0,6,0.0,1.0,23473.2,46846.61360000001,150000.0,98770.5692,0,3,3.0,2011-02-19 05:00:00
1117,2011-02-19,1.0,0.0,2,6,0,6,0.0,1.0,23473.2,46846.61360000001,170000.0,125688.8577,3,3,6.0,2011-02-19 06:00:00
1118,2011-02-19,1.0,0.0,2,7,0,6,0.0,1.0,21396.74,42476.6744,170000.0,143614.33249999996,6,16,22.0,2011-02-19 07:00:00
1119,2011-02-19,1.0,0.0,2,8,0,6,0.0,1.0,21396.74,42476.6744,170000.0,143614.33249999996,9,36,45.0,2011-02-19 08:00:00
1120,2011-02-19,1.0,0.0,2,9,0,6,0.0,1.0,23473.2,46846.61360000001,160000.0,143614.33249999996,18,37,55.0,2011-02-19 09:00:00
1121,2011-02-19,1.0,0.0,2,10,0,6,0.0,1.0,25549.66,51187.80320000002,160000.0,143614.33249999996,34,72,106.0,2011-02-19 10:00:00
1122,2011-02-19,1.0,0.0,2,11,0,6,0.0,1.0,27626.120000000003,55557.7424,160000.0,143614.33249999996,47,76,123.0,2011-02-19 11:00:00
1123,2011-02-19,1.0,0.0,2,12,0,6,0.0,1.0,27626.120000000003,55557.7424,180000.0,143614.33249999996,38,81,119.0,2011-02-19 12:00:00
1124,2011-02-19,1.0,0.0,2,13,0,6,0.0,1.0,27626.120000000003,55557.7424,160000.0,143614.33249999996,52,103,155.0,2011-02-19 13:00:00
1125,2011-02-19,1.0,0.0,2,14,0,6,0.0,1.0,29702.58,59898.932,150000.0,143614.33249999996,102,94,196.0,2011-02-19 14:00:00
1126,2011-02-19,1.0,0.0,2,15,0,6,0.0,1.0,27626.120000000003,55557.7424,160000.0,143614.33249999996,84,87,171.0,2011-02-19 15:00:00
1127,2011-02-19,1.0,0.0,2,16,0,6,0.0,1.0,27626.120000000003,55557.7424,160000.0,143614.33249999996,39,81,120.0,2011-02-19 16:00:00
1128,2011-02-19,1.0,0.0,2,17,0,6,0.0,1.0,25549.66,51187.80320000002,190000.0,143614.33249999996,36,91,127.0,2011-02-19 17:00:00
1129,2011-02-19,1.0,0.0,2,18,0,6,0.0,1.0,19320.279999999995,20713.227199999987,250000.0,134681.6714,21,67,88.0,2011-02-19 18:00:00
1130,2011-02-19,1.0,0.0,2,19,0,6,0.0,1.0,17243.82,16343.288000000004,290000.0,107733.3066,5,54,59.0,2011-02-19 19:00:00
1131,2011-02-19,1.0,0.0,2,20,0,6,0.0,1.0,15167.360000000002,12002.098400000004,280000.00000000006,143614.33249999996,9,38,47.0,2011-02-19 20:00:00
1132,2011-02-19,1.0,0.0,2,21,0,6,0.0,1.0,15167.360000000002,7632.159200000005,260000.0,143614.33249999996,4,29,33.0,2011-02-19 21:00:00
1133,2011-02-19,1.0,0.0,2,22,0,6,0.0,1.0,13090.9,3290.9695999999985,280000.00000000006,143614.33249999996,2,42,44.0,2011-02-19 22:00:00
1134,2011-02-19,1.0,0.0,2,23,0,6,0.0,1.0,11014.440000000004,-1078.9695999999992,330000.0,134681.6714,4,25,29.0,2011-02-19 23:00:00
1135,2011-02-20,1.0,0.0,2,0,0,0,0.0,1.0,8937.980000000001,-9790.098399999992,350000.0,134681.6714,3,14,17.0,2011-02-20 00:00:00
1136,2011-02-20,1.0,0.0,2,1,0,0,0.0,1.0,6861.52,-14131.288,410000.0,139163.0401,5,11,16.0,2011-02-20 01:00:00
1137,2011-02-20,1.0,0.0,2,2,0,0,0.0,1.0,6861.52,-14131.288,410000.0,143614.33249999996,0,17,17.0,2011-02-20 02:00:00
1138,2011-02-20,1.0,0.0,2,3,0,0,0.0,1.0,4785.06,-18501.227200000005,440000.0,143614.33249999996,9,9,18.0,2011-02-20 03:00:00
1139,2011-02-20,1.0,0.0,2,4,0,0,0.0,1.0,4785.06,-18501.227200000005,440000.0,143614.33249999996,0,1,1.0,2011-02-20 04:00:00
1140,2011-02-20,1.0,0.0,2,6,0,0,0.0,1.0,2708.6000000000004,-18501.227200000005,470000.0,89777.7555,1,1,2.0,2011-02-20 06:00:00
1141,2011-02-20,1.0,0.0,2,7,0,0,0.0,1.0,632.1399999999979,-22842.41680000001,510000.0,76303.5731,0,2,2.0,2011-02-20 07:00:00
1142,2011-02-20,1.0,0.0,2,8,0,0,0.0,1.0,2708.6000000000004,-5420.159200000002,510000.0,31429.7335,2,22,24.0,2011-02-20 08:00:00
1143,2011-02-20,1.0,0.0,2,9,0,0,0.0,1.0,4785.06,-9790.098399999992,470000.0,85296.38680000001,7,48,55.0,2011-02-20 09:00:00
1144,2011-02-20,1.0,0.0,2,10,0,0,0.0,2.0,8937.980000000001,3290.9695999999985,410000.0,58348.022,34,70,104.0,2011-02-20 10:00:00
1145,2011-02-20,1.0,0.0,2,11,0,0,0.0,2.0,13090.9,16343.288000000004,330000.0,49385.2846,72,89,161.0,2011-02-20 11:00:00
1146,2011-02-20,1.0,0.0,2,12,0,0,0.0,1.0,13090.9,20713.227199999987,330000.0,31429.7335,62,120,182.0,2011-02-20 12:00:00
1147,2011-02-20,1.0,0.0,2,13,0,0,0.0,1.0,17243.82,25054.416799999988,290000.0,0.0,76,122,198.0,2011-02-20 13:00:00
1148,2011-02-20,1.0,0.0,2,14,0,0,0.0,1.0,19320.279999999995,29424.356,270000.0,49385.2846,108,104,212.0,2011-02-20 14:00:00
1149,2011-02-20,1.0,0.0,2,15,0,0,0.0,1.0,19320.279999999995,33765.5456,270000.0,26948.3648,66,102,168.0,2011-02-20 15:00:00
1150,2011-02-20,1.0,0.0,2,16,0,0,0.0,1.0,19320.279999999995,33765.5456,290000.0,26948.3648,59,88,147.0,2011-02-20 16:00:00
1151,2011-02-20,1.0,0.0,2,17,0,0,0.0,1.0,17243.82,29424.356,330000.0,49385.2846,60,86,146.0,2011-02-20 17:00:00
1152,2011-02-20,1.0,0.0,2,18,0,0,0.0,2.0,17243.82,25054.416799999988,360000.0,40392.4709,30,71,101.0,2011-02-20 18:00:00
1153,2011-02-20,1.0,0.0,2,19,0,0,0.0,2.0,17243.82,25054.416799999988,360000.0,40392.4709,3,39,42.0,2011-02-20 19:00:00
1154,2011-02-20,1.0,0.0,2,20,0,0,0.0,2.0,17243.82,33765.5456,420000.0,0.0,12,30,42.0,2011-02-20 20:00:00
1155,2011-02-20,1.0,0.0,2,21,0,0,0.0,2.0,15167.360000000002,29424.356,530000.0,0.0,17,39,56.0,2011-02-20 21:00:00
1156,2011-02-20,1.0,0.0,2,22,0,0,0.0,2.0,15167.360000000002,16343.288000000004,569999.9999999999,67340.8357,4,43,47.0,2011-02-20 22:00:00
1157,2011-02-20,1.0,0.0,2,23,0,0,0.0,2.0,13090.9,16343.288000000004,610000.0,49385.2846,9,45,54.0,2011-02-20 23:00:00
1158,2011-02-21,1.0,0.0,2,0,0,1,0.0,2.0,17243.82,16343.288000000004,420000.0,98770.5692,7,30,37.0,2011-02-21 00:00:00
1159,2011-02-21,1.0,0.0,2,1,0,1,0.0,2.0,17243.82,16343.288000000004,420000.0,98770.5692,2,11,13.0,2011-02-21 01:00:00
1160,2011-02-21,1.0,0.0,2,2,0,1,0.0,2.0,17243.82,16343.288000000004,420000.0,98770.5692,1,3,4.0,2011-02-21 02:00:00
1161,2011-02-21,1.0,0.0,2,3,0,1,0.0,2.0,17243.82,16343.288000000004,420000.0,89777.7555,2,3,5.0,2011-02-21 03:00:00
